job_role,skills,experience_level,domain,education_level,tools,required_experience_years,min_salary,max_salary,currency,job_type,industry,certifications,responsibilities,soft_skills,job_level,location,importance_score
Data Analyst,"python,statistics,tableau,sql,pandas,data visualization",entry,data,diploma,excel,5,469716,1730957,INR,hybrid,Fintech,google data analytics,analyze data,"teamwork,leadership",Senior,Mumbai,3
DevOps Engineer,"aws,kubernetes,terraform,linux,monitoring,docker",mid,devops,master,jenkins,0,399076,1501325,INR,intern,IT Services,docker certified,infra automation,"communication,teamwork",Lead,Hyderabad,5
Cybersecurity Analyst,"firewall,vulnerability assessment,incident response,python,network security,cryptography,linux",entry,security,bachelor,nessus,6,878733,2383115,INR,contract,AI/ML,ceh,security audits,"leadership,teamwork",Senior,Pune,4
Full Stack Developer,"git,rest,css,sql,node.js,html,react,api",mid,software,diploma,vscode,4,1429879,1853112,INR,contract,Gaming,full stack certificate,deployment,"communication,adaptability",Architect,Hyderabad,2
Software Developer,"typescript,git,python,api,c#",mid,software,diploma,postman,1,1115458,2043113,INR,full-time,AI/ML,aws developer,write clean code,"communication,creativity",Junior,Mumbai,5
Software Developer,"rest,css,node.js,api,git,sql",entry,software,diploma,postman,10,1064608,2739737,INR,intern,Cloud,oracle java,develop software features,"teamwork,creativity",Architect,Mumbai,1
Machine Learning Engineer,"tensorflow,deep learning,mlops,scikit-learn,pandas,sql,docker,numpy,python",entry,data,bachelor,jupyter,8,335415,2831147,INR,full-time,Gaming,google ml engineer,train ML models,"teamwork,creativity",Senior,Canada,5
Cloud Engineer,"docker,kubernetes,linux,ci/cd,aws,azure,gcp,monitoring,terraform",mid,cloud,master,terraform,7,1429052,2304362,INR,hybrid,Fintech,aws cloud practitioner,automation,"adaptability,leadership",Junior,USA,4
Cybersecurity Analyst,"linux,incident response,python,network security,vulnerability assessment",mid,security,bachelor,nessus,3,927457,2221635,INR,remote,E-commerce,ceh,threat monitoring,"problem-solving,adaptability",Architect,Chennai,2
Data Analyst,"powerbi,statistics,data visualization,pandas,tableau,sql,excel",mid,data,diploma,tableau,1,534244,2317031,INR,intern,Cloud,google data analytics,create dashboards,"communication,leadership",Lead,Chennai,3
Cloud Engineer,"aws,terraform,monitoring,ci/cd,gcp,kubernetes",mid,cloud,master,jenkins,1,581185,1701279,INR,hybrid,Fintech,aws cloud practitioner,automation,"creativity,communication",Lead,Canada,5
Software Developer,"typescript,docker,java,css,sql,api,react,html",senior,software,diploma,vscode,5,800015,2887632,INR,remote,Healthcare,oracle java,fix bugs,"adaptability,communication",Senior,Mumbai,5
Machine Learning Engineer,"scikit-learn,docker,numpy,nlp,sql,pytorch",senior,data,master,jupyter,1,750210,1832029,INR,intern,Gaming,google ml engineer,build pipelines,"problem-solving,teamwork",Senior,Delhi,2
Cloud Engineer,"kubernetes,docker,linux,azure,ci/cd,gcp,aws,monitoring,terraform",senior,cloud,master,terraform,9,361221,2076237,INR,intern,Cloud,aws cloud practitioner,deploy cloud infra,"teamwork,creativity",Lead,Mumbai,2
Software Developer,"git,docker,c#,css,html,python,api,typescript",entry,software,bachelor,postman,3,513356,2091007,INR,contract,Fintech,aws developer,develop software features,"communication,leadership",Senior,Hyderabad,1
Software Developer,"html,javascript,typescript,api,css,c#",entry,software,master,git,5,1388723,2880524,INR,full-time,IT Services,oracle java,develop software features,"adaptability,communication",Lead,Chennai,2
Cybersecurity Analyst,"python,incident response,vulnerability assessment,firewall,cryptography,linux",senior,security,bachelor,wireshark,6,921884,2222411,INR,remote,E-commerce,ceh,threat monitoring,"creativity,adaptability",Lead,Chennai,5
Frontend Developer,"sass,react,html,jest,typescript,css",senior,software,master,chrome devtools,6,943710,1773329,INR,intern,IT Services,frontend nanodegree,build UI,"adaptability,problem-solving",Mid-level,Bangalore,2
Software Developer,"node.js,html,sql,python,rest,docker",mid,software,diploma,postman,3,1359442,2723505,INR,remote,Cybersecurity,aws developer,write clean code,"leadership,teamwork",Architect,USA,4
Cybersecurity Analyst,"python,network security,incident response,cryptography,firewall,vulnerability assessment,linux",mid,security,master,metasploit,10,381181,1981239,INR,on-site,Gaming,ceh,security audits,"teamwork,leadership",Junior,Canada,2
Software Developer,"html,c#,react,sql,css,typescript,api",mid,software,bachelor,vscode,4,545035,2156973,INR,full-time,Healthcare,aws developer,fix bugs,"problem-solving,adaptability",Senior,Remote,3
Data Analyst,"python,powerbi,excel,statistics,data visualization,sql",mid,data,bachelor,excel,8,1165447,2373480,INR,hybrid,Healthcare,google data analytics,create dashboards,"problem-solving,teamwork",Senior,Pune,3
Data Scientist,"python,numpy,pandas,statistics,scikit-learn,nlp",entry,data,bachelor,jupyter,0,1361345,2856022,INR,contract,Gaming,ibm data science,build predictive models,"leadership,problem-solving",Lead,Delhi,5
Data Scientist,"matplotlib,data analysis,python,nlp,numpy,pandas,sql,statistics,seaborn",senior,data,diploma,jupyter,10,1117751,2088080,INR,remote,Healthcare,ibm data science,analyze datasets,"adaptability,creativity",Senior,Pune,3
Data Analyst,"pandas,statistics,powerbi,sql,data visualization,excel,tableau,python",mid,data,bachelor,tableau,5,909454,1710729,INR,full-time,Cybersecurity,google data analytics,analyze data,"adaptability,problem-solving",Mid-level,Delhi,1
Data Analyst,"tableau,statistics,powerbi,data visualization,excel",senior,data,bachelor,powerbi,10,584701,2621018,INR,on-site,AI/ML,google data analytics,analyze data,"problem-solving,leadership",Mid-level,Hyderabad,3
Frontend Developer,"javascript,webpack,jest,css,typescript,tailwind,sass",mid,software,master,vscode,5,948710,2588730,INR,contract,IT Services,frontend nanodegree,build UI,"communication,problem-solving",Junior,Mumbai,1
Machine Learning Engineer,"nlp,pytorch,python,pandas,sql,deep learning,docker,scikit-learn,mlops,tensorflow",entry,data,master,tensorflow,10,1374900,1798750,INR,intern,Healthcare,google ml engineer,build pipelines,"teamwork,problem-solving",Mid-level,Hyderabad,2
Software Developer,"sql,java,api,python,react,c#,git,typescript,node.js",mid,software,diploma,postman,2,1170075,2873470,INR,full-time,AI/ML,aws developer,fix bugs,"creativity,adaptability",Junior,Delhi,2
Software Developer,"node.js,docker,c#,rest,react,javascript,typescript",entry,software,diploma,vscode,6,1481964,2837191,INR,full-time,Gaming,oracle java,develop software features,"teamwork,problem-solving",Lead,USA,4
Cloud Engineer,"linux,terraform,gcp,ci/cd,aws,azure,docker",mid,cloud,diploma,jenkins,6,1453636,1576959,INR,remote,Fintech,aws cloud practitioner,automation,"creativity,leadership",Senior,Hyderabad,4
Machine Learning Engineer,"python,mlops,sql,nlp,pandas,numpy,tensorflow,pytorch,docker",mid,data,diploma,pytorch,3,691181,2773312,INR,full-time,E-commerce,google ml engineer,build pipelines,"adaptability,problem-solving",Senior,Canada,1
Software Developer,"java,react,javascript,css,python,node.js,git,docker",mid,software,master,git,2,465535,2240784,INR,hybrid,Fintech,oracle java,develop software features,"problem-solving,leadership",Lead,Bangalore,1
Frontend Developer,"react,css,javascript,webpack,jest,tailwind,redux,sass",entry,software,bachelor,figma,8,463922,2393889,INR,on-site,AI/ML,frontend nanodegree,build UI,"adaptability,creativity",Mid-level,Pune,4
Frontend Developer,"javascript,webpack,html,jest,typescript,sass,react",entry,software,diploma,chrome devtools,1,1380107,2070834,INR,contract,Cloud,frontend nanodegree,optimize frontend performance,"teamwork,communication",Architect,Pune,3
Machine Learning Engineer,"sql,numpy,docker,pytorch,nlp,mlops",mid,data,bachelor,tensorflow,10,520599,2087629,INR,on-site,Gaming,google ml engineer,build pipelines,"creativity,leadership",Lead,Mumbai,3
Cybersecurity Analyst,"linux,python,cryptography,firewall,vulnerability assessment",mid,security,diploma,nessus,7,404416,2813780,INR,intern,IT Services,ceh,threat monitoring,"adaptability,leadership",Junior,Hyderabad,1
Cloud Engineer,"gcp,aws,terraform,monitoring,kubernetes,ci/cd,azure,linux,docker",mid,cloud,master,terraform,2,889240,2077172,INR,contract,IT Services,aws cloud practitioner,deploy cloud infra,"adaptability,communication",Architect,Chennai,4
Data Analyst,"pandas,powerbi,python,excel,tableau,sql",mid,data,diploma,tableau,6,1048951,2639620,INR,remote,Gaming,google data analytics,create dashboards,"creativity,leadership",Junior,Mumbai,4
Data Analyst,"powerbi,data visualization,excel,sql,pandas,python",mid,data,diploma,powerbi,0,1190678,2279478,INR,full-time,Fintech,google data analytics,analyze data,"creativity,teamwork",Architect,Chennai,1
Full Stack Developer,"rest,api,css,docker,react,git,sql,html,express,mongodb,node.js,javascript",mid,software,master,figma,8,1235044,2891987,INR,full-time,Gaming,full stack certificate,deployment,"adaptability,teamwork",Architect,Pune,5
Cybersecurity Analyst,"linux,vulnerability assessment,firewall,python,cryptography,incident response,network security",entry,security,bachelor,nessus,5,1088375,1505821,INR,contract,E-commerce,ceh,threat monitoring,"teamwork,leadership",Lead,Hyderabad,5
Cloud Engineer,"terraform,kubernetes,linux,gcp,ci/cd,azure,aws",senior,cloud,master,jenkins,4,990755,1972129,INR,hybrid,Fintech,aws cloud practitioner,deploy cloud infra,"problem-solving,adaptability",Architect,Hyderabad,5
Software Developer,"html,python,rest,git,api,java",mid,software,master,vscode,3,618076,2288000,INR,intern,IT Services,oracle java,write clean code,"teamwork,problem-solving",Architect,USA,3
Backend Developer,"rest,node.js,redis,sql,api,java,python",senior,software,diploma,docker,1,1340575,1794950,INR,contract,Fintech,aws practitioner,manage databases,"adaptability,teamwork",Senior,Chennai,1
Full Stack Developer,"react,api,css,git,javascript,mongodb,express,rest",entry,software,bachelor,postman,6,583476,2627734,INR,full-time,Fintech,full stack certificate,deployment,"adaptability,communication",Mid-level,Hyderabad,1
Data Analyst,"tableau,python,excel,statistics,sql,data visualization,pandas,powerbi",entry,data,bachelor,tableau,2,531204,2131582,INR,remote,Cybersecurity,google data analytics,create dashboards,"creativity,problem-solving",Mid-level,Pune,3
Frontend Developer,"html,webpack,sass,typescript,react,javascript,css",entry,software,diploma,figma,1,756375,2334658,INR,hybrid,Fintech,frontend nanodegree,build UI,"adaptability,problem-solving",Junior,Pune,1
Software Developer,"api,typescript,html,javascript,css,sql,python,react",entry,software,bachelor,postman,8,342317,2115174,INR,full-time,AI/ML,aws developer,fix bugs,"creativity,adaptability",Architect,Mumbai,2
Cybersecurity Analyst,"python,linux,incident response,network security,firewall,vulnerability assessment",mid,security,diploma,nessus,9,1288598,2289747,INR,contract,Cloud,ceh,threat monitoring,"teamwork,communication",Lead,Canada,3
Frontend Developer,"webpack,react,javascript,css,tailwind,sass,jest,typescript,html",entry,software,master,vscode,3,517398,2720339,INR,on-site,Cybersecurity,frontend nanodegree,build UI,"communication,problem-solving",Senior,Canada,3
Backend Developer,"spring,postgresql,node.js,docker,sql,python,java,rest,django,mongodb",mid,software,bachelor,docker,1,544208,2713532,INR,on-site,IT Services,aws practitioner,build APIs,"adaptability,leadership",Senior,Delhi,3
Frontend Developer,"sass,redux,css,html,javascript,react,webpack",mid,software,bachelor,figma,2,879023,2726198,INR,full-time,Cloud,frontend nanodegree,build UI,"creativity,leadership",Junior,USA,5
Machine Learning Engineer,"mlops,pytorch,deep learning,nlp,sql,docker,tensorflow,numpy,python",mid,data,diploma,pytorch,7,612439,2182027,INR,full-time,Cloud,google ml engineer,train ML models,"creativity,leadership",Lead,Delhi,5
Full Stack Developer,"css,api,rest,react,git,docker,javascript,mongodb,express,sql,html,node.js",senior,software,bachelor,postman,4,1306857,2692935,INR,intern,E-commerce,full stack certificate,deployment,"creativity,communication",Lead,Canada,2
Cybersecurity Analyst,"vulnerability assessment,network security,firewall,linux,python",senior,security,bachelor,nessus,5,314337,2484157,INR,on-site,IT Services,ceh,security audits,"creativity,leadership",Senior,Bangalore,5
DevOps Engineer,"jenkins,aws,linux,kubernetes,docker",mid,devops,bachelor,kubernetes,0,835867,2780433,INR,hybrid,IT Services,docker certified,infra automation,"creativity,communication",Lead,Canada,4
Cloud Engineer,"aws,kubernetes,linux,docker,azure,ci/cd,terraform,gcp,monitoring",mid,cloud,master,terraform,6,1130070,1515949,INR,contract,E-commerce,aws cloud practitioner,automation,"leadership,communication",Senior,Mumbai,4
Cybersecurity Analyst,"firewall,linux,python,network security,incident response",senior,security,master,metasploit,8,754556,1583058,INR,contract,Cloud,ceh,security audits,"communication,teamwork",Senior,Pune,2
Data Analyst,"powerbi,statistics,data visualization,python,sql",mid,data,diploma,excel,2,762908,1949909,INR,intern,Cybersecurity,google data analytics,create dashboards,"creativity,adaptability",Senior,Bangalore,5
DevOps Engineer,"jenkins,kubernetes,terraform,linux,ci/cd,aws,docker",mid,devops,master,docker,10,926610,1895019,INR,intern,E-commerce,docker certified,infra automation,"creativity,problem-solving",Senior,Chennai,1
DevOps Engineer,"jenkins,monitoring,linux,ci/cd,aws,docker,kubernetes,terraform",entry,devops,diploma,jenkins,1,1484984,1860201,INR,hybrid,IT Services,docker certified,manage CI/CD,"communication,adaptability",Junior,Delhi,3
Software Developer,"javascript,sql,react,python,css,git",entry,software,bachelor,git,0,711407,2620268,INR,hybrid,Cloud,oracle java,write clean code,"problem-solving,teamwork",Lead,Bangalore,4
Software Developer,"react,typescript,java,sql,c#",entry,software,diploma,git,6,1453995,1864596,INR,on-site,Gaming,aws developer,write clean code,"teamwork,adaptability",Senior,Bangalore,1
Frontend Developer,"jest,html,javascript,tailwind,sass,redux,css",entry,software,bachelor,chrome devtools,6,1135719,1500517,INR,contract,Cybersecurity,frontend nanodegree,optimize frontend performance,"teamwork,leadership",Lead,Pune,2
Frontend Developer,"html,sass,react,typescript,css,javascript,redux,webpack",entry,software,master,chrome devtools,2,599584,1643469,INR,hybrid,IT Services,frontend nanodegree,optimize frontend performance,"problem-solving,creativity",Senior,Pune,2
Cloud Engineer,"kubernetes,ci/cd,aws,linux,docker,monitoring,terraform,gcp",entry,cloud,master,cloudwatch,7,1286892,2099257,INR,hybrid,IT Services,aws cloud practitioner,automation,"problem-solving,communication",Mid-level,Mumbai,3
Machine Learning Engineer,"numpy,pandas,sql,deep learning,scikit-learn,tensorflow,python,pytorch,mlops,docker",mid,data,diploma,jupyter,10,648947,2175851,INR,intern,Cloud,google ml engineer,train ML models,"teamwork,communication",Architect,USA,5
Backend Developer,"django,express,rest,sql,python,spring,postgresql,api,mongodb,node.js",entry,software,master,vscode,7,681075,2458263,INR,full-time,Healthcare,aws practitioner,manage databases,"teamwork,adaptability",Lead,Bangalore,3
Frontend Developer,"webpack,redux,typescript,html,sass,tailwind,css,jest",senior,software,diploma,chrome devtools,8,927641,1876715,INR,on-site,Gaming,frontend nanodegree,build UI,"teamwork,communication",Architect,Hyderabad,3
